date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:05	10596/10596	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:39%20GMT	http://www.capsu.org/1602/the_alliance.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/the_alliance.html	(from )
11:49:05	15852/15852	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:15%20GMT	http://www.capsu.org/1602/a_plague_of_pirates.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/a_plague_of_pirates.html	(from )
11:49:06	9972/9972	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:41%20GMT	http://www.capsu.org/1602/the_intruder.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/the_intruder.html	(from )
11:49:06	10212/10212	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:40%20GMT	http://www.capsu.org/1602/the_fortress.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/the_fortress.html	(from )
11:49:07	21249/21249	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:31%20GMT	http://www.capsu.org/1602/nina_campaigns.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/nina_campaigns.html	(from )
11:49:07	22132/22132	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:18%20GMT	http://www.capsu.org/1602/colony_planning.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/colony_planning.html	(from )
11:49:08	29738/29738	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:26%20GMT	http://www.capsu.org/1602/industry_planning.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/industry_planning.html	(from )
11:49:09	10318/10318	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:17%20GMT	http://www.capsu.org/1602/colony_management.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/colony_management.html	(from )
11:49:09	14324/14324	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:44%20GMT	http://www.capsu.org/1602/trade_strategies.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/trade_strategies.html	(from )
11:49:10	12216/12216	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:34%20GMT	http://www.capsu.org/1602/pirates_natives_strategies.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/pirates_natives_strategies.html	(from )
11:49:10	8753/8753	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:29%20GMT	http://www.capsu.org/1602/military_units.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/military_units.html	(from )
11:49:11	25179/25179	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:29%20GMT	http://www.capsu.org/1602/military_tactics.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/military_tactics.html	(from )
11:49:12	25105/25105	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:15%20GMT	http://www.capsu.org/1602/building_industry_data.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/building_industry_data.html	(from )
11:49:13	9937/9937	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:36%20GMT	http://www.capsu.org/1602/production_links.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/production_links.html	(from )
11:49:13	9443/9443	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:35%20GMT	http://www.capsu.org/1602/population_per_industry.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/population_per_industry.html	(from )
11:49:13	15813/15813	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:36%20GMT	http://www.capsu.org/1602/production_efficiency.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/production_efficiency.html	(from )
11:49:14	10099/10099	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:28%20GMT	http://www.capsu.org/1602/military_data.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/military_data.html	(from )
11:49:14	11049/11049	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:24%20GMT	http://www.capsu.org/1602/final_score.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/final_score.html	(from )
11:49:15	7551/7551	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:14%20GMT	http://www.capsu.org/1602/ai_trade_prices.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/ai_trade_prices.html	(from )
11:49:15	6628/6628	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Dec%202009%2021:52:26%20GMT	http://www.capsu.org/1602/keyboard_shortcuts.html	C:/My%20Web%20Sites/1602%20guide/www.capsu.org/1602/keyboard_shortcuts.html	(from )
